# theta, omega
1.579043116020954374e+00 -2.347473797135519129e-07
1.579911199097381536e+00 -2.347693314475518928e-07
1.580779282173808697e+00 -2.346700247467477443e-07
1.581647365250235859e+00 -2.347654869185208481e-07
1.582515448326663021e+00 -2.346936162200937363e-07
1.583383531403089961e+00 -2.346784954433075583e-07
1.584251614479517123e+00 -2.347502378724620613e-07
1.585119697555944285e+00 -2.346382040813657585e-07
1.585987780632371447e+00 -2.347104459682756699e-07
1.586855863708798609e+00 -2.346898596574252942e-07
1.587723946785225770e+00 -2.346204816421905925e-07
1.588592029861652932e+00 -2.347170279037377420e-07
1.589460112938080094e+00 -2.346204126906114571e-07
1.590328196014507034e+00 -2.346497365541113735e-07
1.591196279090934196e+00 -2.346891053352464308e-07
1.592064362167361358e+00 -2.345883961238844082e-07
1.592932445243788520e+00 -2.346835940110827067e-07
1.593800528320215681e+00 -2.346266165202617815e-07
1.594668611396642843e+00 -2.346003882359113558e-07
1.595536694473070005e+00 -2.346846861132175332e-07
1.596404777549496945e+00 -2.345800504814584204e-07
1.597272860625924107e+00 -2.346496050532153974e-07
1.598140943702351269e+00 -2.346509832642937009e-07
1.599009026778778431e+00 -2.345776770253932710e-07
1.599877109855205592e+00 -2.346806162288680829e-07
1.600745192931632754e+00 -2.345959771782198227e-07
1.601613276008059916e+00 -2.346154112884378222e-07
1.602481359084487078e+00 -2.346718885250467554e-07
1.603349442160914018e+00 -2.345726680719621248e-07
1.604217525237341180e+00 -2.346674977081393921e-07
1.605085608313768342e+00 -2.346270004907868514e-07
1.605953691390195504e+00 -2.345884804564239718e-07
1.606821774466622665e+00 -2.346785684733523465e-07
1.607689857543049827e+00 -2.345751367036111430e-07
1.608557940619476989e+00 -2.346316467965067893e-07
1.609426023695903929e+00 -2.346459833255498474e-07
1.610294106772331091e+00 -2.345622871729786218e-07
1.611162189848758253e+00 -2.346620997608395915e-07
1.612030272925185415e+00 -2.345819075826770706e-07
1.612898356001612576e+00 -2.345801489244524810e-07
1.613766439078039738e+00 -2.346397409027466173e-07
1.614634522154466900e+00 -2.345307869829267200e-07
1.615502605230894062e+00 -2.346123220055675609e-07
1.616370688307321002e+00 -2.345802474140436504e-07
1.617238771383748164e+00 -2.345238674910284507e-07
1.618106854460175326e+00 -2.346125949911607590e-07
1.618974937536602487e+00 -2.345063979404728374e-07
1.619843020613029649e+00 -2.345429079245552204e-07
1.620711103689456811e+00 -2.345646346470554619e-07
1.621579186765883973e+00 -2.344695523065245450e-07
1.622447269842311135e+00 -2.345655323184709487e-07
1.623315352918738075e+00 -2.344954248090826279e-07
1.624183435995165237e+00 -2.344787528921032976e-07
1.625051519071592399e+00 -2.345465727025000081e-07
1.625919602148019560e+00 -2.344356181171821242e-07
1.626787685224446722e+00 -2.345084213953532533e-07
1.627655768300873884e+00 -2.344926357190851599e-07
1.628523851377301046e+00 -2.344294537352859980e-07
1.629391934453727986e+00 -2.345273834021880576e-07
1.630260017530155148e+00 -2.344332005724574002e-07
1.631128100606582310e+00 -2.344610844574647447e-07
1.631996183683009471e+00 -2.344994382131518326e-07
1.632864266759436633e+00 -2.344026125065245180e-07
1.633732349835863795e+00 -2.345003516208993882e-07
1.634600432912290957e+00 -2.344492952354396057e-07
1.635468515988718119e+00 -2.344267199357974988e-07
1.636336599065145059e+00 -2.345096921063541133e-07
1.637204682141572221e+00 -2.344048995613111759e-07
1.638072765217999383e+00 -2.344708162802027373e-07
1.638940848294426544e+00 -2.344715051059354075e-07
1.639808931370853706e+00 -2.344011108506367128e-07
1.640677014447280868e+00 -2.345046983148571921e-07
1.641545097523708030e+00 -2.344229207581192190e-07
1.642413180600134970e+00 -2.344406159278107284e-07
1.643281263676562132e+00 -2.344922239078274082e-07
1.644149346752989294e+00 -2.343903557054564331e-07
1.645017429829416455e+00 -2.344806053386149635e-07
1.645885512905843617e+00 -2.344405663235336991e-07
1.646753595982270779e+00 -2.344042399723969792e-07
1.647621679058697941e+00 -2.344939432642890367e-07
1.648489762135125103e+00 -2.343915754625533822e-07
1.649357845211552043e+00 -2.344440341486718010e-07
1.650225928287979205e+00 -2.344543290483277479e-07
1.651094011364406366e+00 -2.343697823614287769e-07
1.651962094440833528e+00 -2.344682455985766052e-07
1.652830177517260690e+00 -2.343922350855457261e-07
1.653698260593687852e+00 -2.343936874550683488e-07
1.654566343670115014e+00 -2.344537964684668883e-07
1.655434426746542176e+00 -2.343460035500958701e-07
1.656302509822969116e+00 -2.344240471082896885e-07
1.657170592899396278e+00 -2.343912544906469772e-07
1.658038675975823439e+00 -2.343369393761580208e-07
1.658906759052250601e+00 -2.344274943710774884e-07
1.659774842128677763e+00 -2.343271859754080834e-07
1.660642925205104925e+00 -2.343655918624821344e-07
1.661511008281532087e+00 -2.343868379821732000e-07
1.662379091357959027e+00 -2.342913182404552685e-07
1.663247174434386189e+00 -2.343834828253744636e-07
1.664115257510813350e+00 -2.343142347200231806e-07
1.664983340587240512e+00 -2.342997353113705739e-07
1.665851423663667674e+00 -2.343692342909298779e-07
1.666719506740094836e+00 -2.342619336387925495e-07
1.667587589816521998e+00 -2.343327073391361703e-07
1.668455672892949160e+00 -2.343141644194429092e-07
1.669323755969376100e+00 -2.342485641539779128e-07
1.670191839045803261e+00 -2.343428904241085703e-07
1.671059922122230423e+00 -2.342508671128375916e-07
1.671928005198657585e+00 -2.342804690404702132e-07
1.672796088275084747e+00 -2.343200419868158428e-07
1.673664171351511909e+00 -2.342247497324644726e-07
1.674532254427939071e+00 -2.343185720815065969e-07
1.675400337504366011e+00 -2.342654247787909337e-07
1.676268420580793173e+00 -2.342416585974701386e-07
1.677136503657220334e+00 -2.343242686920662782e-07
1.678004586733647496e+00 -2.342244053533203984e-07
1.678872669810074658e+00 -2.342926771598409788e-07
1.679740752886501820e+00 -2.342951864647654505e-07
1.680608835962928982e+00 -2.342255181302194251e-07
1.681476919039356144e+00 -2.343256823657044777e-07
1.682345002115783084e+00 -2.342442883856685026e-07
1.683213085192210245e+00 -2.342629080399196786e-07
1.684081168268637407e+00 -2.343169760573899352e-07
1.684949251345064569e+00 -2.342205818614537945e-07
1.685817334421491731e+00 -2.343115647627684361e-07
1.686685417497918893e+00 -2.342717895234329803e-07
1.687553500574346055e+00 -2.342337015480329958e-07
1.688421583650773217e+00 -2.343194705741815389e-07
1.689289666727200157e+00 -2.342179507831463249e-07
1.690157749803627318e+00 -2.342707408642952971e-07
1.691025832880054480e+00 -2.342828217214278279e-07
1.691893915956481642e+00 -2.342003921009417752e-07
1.692761999032908804e+00 -2.342954821603415331e-07
1.693630082109335966e+00 -2.342167264792413923e-07
1.694498165185763128e+00 -2.342137152055027468e-07
1.695366248262190068e+00 -2.342699080995103073e-07
1.696234331338617229e+00 -2.341632444607103675e-07
1.697102414415044391e+00 -2.342409449945912432e-07
1.697970497491471553e+00 -2.342092437064901811e-07
1.698838580567898715e+00 -2.341544846176322340e-07
1.699706663644325877e+00 -2.342403095353150497e-07
1.700574746720753039e+00 -2.341378004649904271e-07
1.701442829797180201e+00 -2.341732865891821888e-07
1.702310912873607140e+00 -2.341945339835897597e-07
1.703178995950034302e+00 -2.341030387248460830e-07
1.704047079026461464e+00 -2.341966667671959052e-07
1.704915162102888626e+00 -2.341300343777437499e-07
1.705783245179315788e+00 -2.341153187701946093e-07
1.706651328255742950e+00 -2.341823460292460194e-07
1.707519411332170112e+00 -2.340762990778602847e-07
1.708387494408597274e+00 -2.341478650996961220e-07
1.709255577485024213e+00 -2.341336853551006625e-07
1.710123660561451375e+00 -2.340737565631056211e-07
1.710991743637878537e+00 -2.341698721772186658e-07
1.711859826714305699e+00 -2.340801412438084788e-07
1.712727909790732861e+00 -2.341083990035359514e-07
1.713595992867160023e+00 -2.341464830349942029e-07
1.714464075943587185e+00 -2.340533983483910032e-07
1.715332159020014124e+00 -2.341484172670028810e-07
1.716200242096441286e+00 -2.340993532126626503e-07
1.717068325172868448e+00 -2.340779162575385674e-07
1.717936408249295610e+00 -2.341586751185760743e-07
1.718804491325722772e+00 -2.340575046680365862e-07
1.719672574402149934e+00 -2.341213326574912158e-07
1.720540657478577096e+00 -2.341216623386626999e-07
1.721408740555004258e+00 -2.340529268584548766e-07
1.722276823631431197e+00 -2.341526353617440467e-07
1.723144906707858359e+00 -2.340729050899360331e-07
1.724012989784285521e+00 -2.340896191721203190e-07
1.724881072860712683e+00 -2.341391508723115781e-07
1.725749155937139845e+00 -2.340398202837764510e-07
1.726617239013567007e+00 -2.341263480787821175e-07
1.727485322089994169e+00 -2.340864538578149070e-07
1.728353405166421108e+00 -2.340501364187319800e-07
1.729221488242848270e+00 -2.341360679280226687e-07
1.730089571319275432e+00 -2.340360390329726910e-07
1.730957654395702594e+00 -2.340861154315399298e-07
1.731825737472129756e+00 -2.340952248181024821e-07
1.732693820548556918e+00 -2.340122099711796630e-07
1.733561903624984080e+00 -2.341064227339795533e-07
1.734429986701411242e+00 -2.340314955688978291e-07
1.735298069777838181e+00 -2.340318240041227055e-07
1.736166152854265343e+00 -2.340892481767250060e-07
1.737034235930692505e+00 -2.339840434491801788e-07
1.737902319007119667e+00 -2.340590460521043845e-07
1.738770402083546829e+00 -2.340264703071720960e-07
1.739638485159973991e+00 -2.339729370205872514e-07
1.740506568236401153e+00 -2.340599531525314773e-07
1.741374651312828314e+00 -2.339620818145931109e-07
1.742242734389255254e+00 -2.339990899580759839e-07
1.743110817465682416e+00 -2.340197456060757926e-07
1.743978900542109578e+00 -2.339272845558064222e-07
1.744846983618536740e+00 -2.340169255062479977e-07
1.745715066694963902e+00 -2.339499484184040711e-07
1.746583149771391064e+00 -2.339361818606930800e-07
1.747451232847818225e+00 -2.340041662837629481e-07
1.748319315924245165e+00 -2.339009291715735165e-07
1.749187399000672327e+00 -2.339708268097709375e-07
1.750055482077099489e+00 -2.339542030639799457e-07
1.750923565153526651e+00 -2.338918975473725274e-07
1.751791648229953813e+00 -2.339847281862739864e-07
1.752659731306380975e+00 -2.338966002249361618e-07
1.753527814382808137e+00 -2.339266077147130648e-07
1.754395897459235298e+00 -2.339664471867969689e-07
1.755263980535662238e+00 -2.338754720874387476e-07
1.756132063612089400e+00 -2.339681105158856776e-07
1.757000146688516562e+00 -2.339178216088927077e-07
1.757868229764943724e+00 -2.338957350704065006e-07
1.758736312841370886e+00 -2.339766361941504677e-07
1.759604395917798048e+00 -2.338800981237493020e-07
1.760472478994225209e+00 -2.339467858654836125e-07
1.761340562070652149e+00 -2.339495281196415333e-07
1.762208645147079311e+00 -2.338819962951083847e-07
1.763076728223506473e+00 -2.339791466834584515e-07
1.763944811299933635e+00 -2.338994754717813620e-07
1.764812894376360797e+00 -2.339165832899074674e-07
1.765680977452787959e+00 -2.339678743103466918e-07
1.766549060529215120e+00 -2.338728608603127175e-07
1.767417143605642282e+00 -2.339599609563030023e-07
1.768285226682069222e+00 -2.339199610368003625e-07
1.769153309758496384e+00 -2.338814837330587682e-07
1.770021392834923546e+00 -2.339631942085790617e-07
1.770889475911350708e+00 -2.338626553698710186e-07
1.771757558987777870e+00 -2.339120930680022173e-07
1.772625642064205032e+00 -2.339221010732696380e-07
1.773493725140632193e+00 -2.338405011215681793e-07
1.774361808217059355e+00 -2.339318064944788468e-07
1.775229891293486295e+00 -2.338542497247450544e-07
1.776097974369913457e+00 -2.338504367269863421e-07
1.776966057446340619e+00 -2.339042557863415276e-07
1.777834140522767781e+00 -2.337998204670746645e-07
1.778702223599194943e+00 -2.338750143683757332e-07
1.779570306675622104e+00 -2.338441980183924367e-07
1.780438389752049266e+00 -2.337913601660147927e-07
1.781306472828476206e+00 -2.338755798899613487e-07
1.782174555904903368e+00 -2.337766844870877337e-07
1.783042638981330530e+00 -2.338120936000973488e-07
1.783910722057757692e+00 -2.338337004039796835e-07
1.784778805134184854e+00 -2.337457549233388253e-07
1.785646888210612016e+00 -2.338382320100386643e-07
1.786514971287039177e+00 -2.337749830232266808e-07
1.787383054363466339e+00 -2.337623988870655907e-07
1.788251137439893279e+00 -2.338293378653879399e-07
1.789119220516320441e+00 -2.337276240144061241e-07
1.789987303592747603e+00 -2.337986478807049467e-07
1.790855386669174765e+00 -2.337861084007234468e-07
1.791723469745601927e+00 -2.337290606214881580e-07
1.792591552822029088e+00 -2.338240285342031779e-07
1.793459635898456250e+00 -2.337380091937379859e-07
1.794327718974883412e+00 -2.337667384424322883e-07
1.795195802051310352e+00 -2.338047605626945726e-07
1.796063885127737514e+00 -2.337147413418880000e-07
1.796931968204164676e+00 -2.338077656171202991e-07
1.797800051280591838e+00 -2.337603960196421950e-07
1.798668134357018999e+00 -2.337399856617060815e-07
1.799536217433446161e+00 -2.338191493002296324e-07
1.800404300509873323e+00 -2.337209466808664655e-07
1.801272383586300263e+00 -2.337832920999532198e-07
1.802140466662727425e+00 -2.337835126276366446e-07
1.803008549739154587e+00 -2.337162734776122171e-07
1.803876632815581749e+00 -2.338131869272119383e-07
1.804744715892008911e+00 -2.337353066681812454e-07
1.805612798968436072e+00 -2.337515220608723941e-07
1.806480882044863234e+00 -2.337997083009338278e-07
1.807348965121290396e+00 -2.337026352676239618e-07
1.808217048197717336e+00 -2.337865619455132825e-07
1.809085131274144498e+00 -2.337471001158448852e-07
1.809953214350571660e+00 -2.337111352181015681e-07
1.810821297426998822e+00 -2.337945000867841862e-07
1.811689380503425983e+00 -2.336966689452727465e-07
1.812557463579853145e+00 -2.337452836156734950e-07
1.813425546656280307e+00 -2.337538747854672404e-07
1.814293629732707247e+00 -2.336724782018525204e-07
1.815161712809134409e+00 -2.337638637244450525e-07
1.816029795885561571e+00 -2.336903006196278677e-07
1.816897878961988733e+00 -2.336903375660908609e-07
1.817765962038415894e+00 -2.337463124280901878e-07
1.818634045114843056e+00 -2.336437914314471708e-07
1.819502128191270218e+00 -2.337171686035538046e-07
1.820370211267697380e+00 -2.336855499930198143e-07
1.821238294344124320e+00 -2.336334863528249843e-07
1.822106377420551482e+00 -2.337187163923366403e-07
1.822974460496978644e+00 -2.336237633406919926e-07
1.823842543573405806e+00 -2.336607999811679490e-07
1.824710626649832967e+00 -2.336821638657991177e-07
1.825578709726260129e+00 -2.335932707037780164e-07
1.826446792802687291e+00 -2.336822099723877137e-07
1.827314875879114453e+00 -2.336182669886336486e-07
1.828182958955541393e+00 -2.336063856673136799e-07
1.829051042031968555e+00 -2.336745493401407292e-07
1.829919125108395717e+00 -2.335757892216103174e-07
1.830787208184822878e+00 -2.336463339529391345e-07
1.831655291261250040e+00 -2.336324535324286973e-07
1.832523374337677202e+00 -2.335738796363410542e-07
1.833391457414104364e+00 -2.336666871931528934e-07
1.834259540490531304e+00 -2.335826057094974856e-07
1.835127623566958466e+00 -2.336139044898005199e-07
1.835995706643385628e+00 -2.336548391265708711e-07
1.836863789719812790e+00 -2.335679565631367160e-07
1.837731872796239951e+00 -2.336603439944570889e-07
1.838599955872667113e+00 -2.336127723310775270e-07
1.839468038949094275e+00 -2.335923840607897098e-07
1.840336122025521437e+00 -2.336722961142095994e-07
1.841204205101948377e+00 -2.335785480618765292e-07
1.842072288178375539e+00 -2.336442105111003868e-07
1.842940371254802701e+00 -2.336472564015943377e-07
1.843808454331229862e+00 -2.335814235090249573e-07
1.844676537407657024e+00 -2.336762936784334064e-07
1.845544620484084186e+00 -2.335979362715085012e-07
1.846412703560511348e+00 -2.336139082455403464e-07
1.847280786636938288e+00 -2.336631512868232076e-07
1.848148869713365450e+00 -2.335693306077727132e-07
1.849016952789792612e+00 -2.336536945052541314e-07
1.849885035866219773e+00 -2.336138168874170538e-07
1.850753118942646935e+00 -2.335754122725403527e-07
1.851621202019074097e+00 -2.336544955631095461e-07
1.852489285095501259e+00 -2.335552704766975722e-07
1.853357368171928421e+00 -2.336028669738346739e-07
1.854225451248355361e+00 -2.336121469944238149e-07
1.855093534324782523e+00 -2.335321495997422482e-07
1.855961617401209685e+00 -2.336216634839845883e-07
1.856829700477636846e+00 -2.335461676374222459e-07
1.857697783554064008e+00 -2.335429663250644557e-07
1.858565866630491170e+00 -2.335962751420859266e-07
1.859433949706918332e+00 -2.334948829612277416e-07
1.860302032783345494e+00 -2.335696114055423929e-07
1.861170115859772434e+00 -2.335409364674997639e-07
1.862038198936199596e+00 -2.334910293814980101e-07
1.862906282012626757e+00 -2.335754893713668247e-07
1.863774365089053919e+00 -2.334807154307693221e-07
1.864642448165481081e+00 -2.335174122926352437e-07
1.865510531241908243e+00 -2.335405936500066706e-07
1.866378614318335405e+00 -2.334565887995321982e-07
1.867246697394762345e+00 -2.335494285501924610e-07
1.868114780471189507e+00 -2.334898802765779590e-07
1.868982863547616668e+00 -2.334799597052430800e-07
1.869850946624043830e+00 -2.335477866610440062e-07
1.870719029700470992e+00 -2.334501777900264879e-07
1.871587112776898154e+00 -2.335215821823622336e-07
1.872455195853325316e+00 -2.335110142489044731e-07
1.873323278929752478e+00 -2.334568325444776192e-07
1.874191362006179418e+00 -2.335516070430372970e-07
1.875059445082606580e+00 -2.334689586535166676e-07
1.875927528159033741e+00 -2.334985596964780359e-07
1.876795611235460903e+00 -2.335369884350671623e-07
1.877663694311888065e+00 -2.334496734601767421e-07
1.878531777388315227e+00 -2.335416291599041423e-07
1.879399860464742389e+00 -2.334959538067658249e-07
1.880267943541169551e+00 -2.334767449584174270e-07
1.881136026617596491e+00 -2.335551371217696119e-07
1.882004109694023652e+00 -2.334595092119200661e-07
1.882872192770450814e+00 -2.335210781275906727e-07
1.883740275846877976e+00 -2.335215198167615717e-07
1.884608358923305138e+00 -2.334557027502633510e-07
1.885476441999732300e+00 -2.335508851781623205e-07
1.886344525076159462e+00 -2.334747308540511094e-07
1.887212608152586402e+00 -2.334909193748667989e-07
1.888080691229013564e+00 -2.335384072864516176e-07
1.888948774305440725e+00 -2.334432456814338999e-07
1.889816857381867887e+00 -2.335254665983304069e-07
1.890684940458295049e+00 -2.334865461940377773e-07
1.891553023534722211e+00 -2.334511024716071562e-07
1.892421106611149373e+00 -2.335328782528791833e-07
1.893289189687576535e+00 -2.334369800940246885e-07
1.894157272764003475e+00 -2.334848209576447413e-07
1.895025355840430636e+00 -2.334933068194666670e-07
1.895893438916857798e+00 -2.334133723724519011e-07
1.896761521993284960e+00 -2.335030026670142299e-07
1.897629605069712122e+00 -2.334308427233884015e-07
1.898497688146139284e+00 -2.334311675647666469e-07
1.899365771222566446e+00 -2.334866583454072064e-07
1.900233854298993386e+00 -2.333867142998963218e-07
1.901101937375420547e+00 -2.334595353263627026e-07
1.901970020451847709e+00 -2.334292720350710809e-07
1.902838103528274871e+00 -2.333790008872428866e-07
1.903706186604702033e+00 -2.334637512244776561e-07
1.904574269681129195e+00 -2.333718531379588531e-07
1.905442352757556357e+00 -2.334099184501286778e-07
1.906310435833983519e+00 -2.334328247145892544e-07
1.907178518910410459e+00 -2.333475218767221028e-07
1.908046601986837620e+00 -2.334369096339478220e-07
1.908914685063264782e+00 -2.333761013324510686e-07
1.909782768139691944e+00 -2.333665313678228337e-07
1.910650851216119106e+00 -2.334357883508283928e-07
1.911518934292546268e+00 -2.333412117605441559e-07
1.912387017368973430e+00 -2.334130916495425168e-07
1.913255100445400592e+00 -2.334019171561921123e-07
1.914123183521827531e+00 -2.333465959575102815e-07
1.914991266598254693e+00 -2.334398075254247736e-07
1.915859349674681855e+00 -2.333589605345467493e-07
1.916727432751109017e+00 -2.333914453467569995e-07
1.917595515827536179e+00 -2.334333476112777489e-07
1.918463598903963341e+00 -2.333494593812732511e-07
1.919331681980390503e+00 -2.334415526870872092e-07
1.920199765056817442e+00 -2.333956239455014967e-07
1.921067848133244604e+00 -2.333759989724714105e-07
1.921935931209671766e+00 -2.334546758597360400e-07
1.922804014286098928e+00 -2.333623796607639374e-07
1.923672097362526090e+00 -2.334267837465552752e-07
1.924540180438953252e+00 -2.334295047617546963e-07
1.925408263515380414e+00 -2.333642841870494079e-07
1.926276346591807576e+00 -2.334568651916176038e-07
1.927144429668234515e+00 -2.333787380307919678e-07
1.928012512744661677e+00 -2.333932482345810140e-07
1.928880595821088839e+00 -2.334405089111046843e-07
1.929748678897516001e+00 -2.333471610180552815e-07
1.930616761973943163e+00 -2.334293525217706528e-07
1.931484845050370325e+00 -2.333893957940379105e-07
1.932352928126797487e+00 -2.333509051868389865e-07
1.933221011203224426e+00 -2.334280350210650596e-07
1.934089094279651588e+00 -2.333297277076919788e-07
1.934957177356078750e+00 -2.333761889799125695e-07
1.935825260432505912e+00 -2.333853112429676802e-07
1.936693343508933074e+00 -2.333069478016414630e-07
1.937561426585360236e+00 -2.333957845509914034e-07
1.938429509661787398e+00 -2.333222945809161965e-07
1.939297592738214560e+00 -2.333200431139284705e-07
1.940165675814641499e+00 -2.333735139111102645e-07
1.941033758891068661e+00 -2.332748267473553609e-07
1.941901841967495823e+00 -2.333499165961510210e-07
1.942769925043922985e+00 -2.333234874003714015e-07
1.943638008120350147e+00 -2.332763525792235594e-07
1.944506091196777309e+00 -2.333615958590115106e-07
1.945374174273204471e+00 -2.332701320701456300e-07
1.946242257349631632e+00 -2.333080475801010742e-07
1.947110340426058572e+00 -2.333326029116122756e-07
1.947978423502485734e+00 -2.332516338201303820e-07
1.948846506578912896e+00 -2.333450675668815191e-07
1.949714589655340058e+00 -2.332883651259827487e-07
1.950582672731767220e+00 -2.332804284490387402e-07
1.951450755808194382e+00 -2.333488176737238968e-07
1.952318838884621544e+00 -2.332538127314619571e-07
1.953186921961048483e+00 -2.333252054763603800e-07
1.954055005037475645e+00 -2.333157560053168105e-07
1.954923088113902807e+00 -2.332633787512814680e-07
1.955791171190329969e+00 -2.333578849107544619e-07
1.956659254266757131e+00 -2.332773061685226874e-07
1.957527337343184293e+00 -2.333071077191157822e-07
1.958395420419611455e+00 -2.333452680228630558e-07
1.959263503496038616e+00 -2.332591940215030432e-07
1.960131586572465556e+00 -2.333499057574073137e-07
1.960999669648892718e+00 -2.333049864145087936e-07
1.961867752725319880e+00 -2.332862816333724090e-07
1.962735835801747042e+00 -2.333638045557241833e-07
1.963603918878174204e+00 -2.332694099789298975e-07
1.964472001954601366e+00 -2.333297881977144413e-07
1.965340085031028527e+00 -2.333296325922567930e-07
1.966208168107455467e+00 -2.332640875450913390e-07
1.967076251183882629e+00 -2.333575846569833350e-07
1.967944334260309791e+00 -2.332821857779142317e-07
1.968812417336736953e+00 -2.332979632639183938e-07
1.969680500413164115e+00 -2.333444588170433970e-07
1.970548583489591277e+00 -2.332498592579690380e-07
1.971416666566018439e+00 -2.333301386223094781e-07
1.972284749642445600e+00 -2.332908296668080888e-07
1.973152832718872540e+00 -2.332551811333735445e-07
1.974020915795299702e+00 -2.333355685308636461e-07
1.974888998871726864e+00 -2.332407030637933585e-07
1.975757081948154026e+00 -2.332877291547332133e-07
1.976625165024581188e+00 -2.332956895729297340e-07
1.977493248101008350e+00 -2.332161677547264588e-07
1.978361331177435511e+00 -2.333041850686082314e-07
1.979229414253862673e+00 -2.332327363309727805e-07
1.980097497330289613e+00 -2.332333559795061196e-07
1.980965580406716775e+00 -2.332888440052752503e-07
1.981833663483143937e+00 -2.331908995961822781e-07
1.982701746559571099e+00 -2.332635477935291463e-07
1.983569829635998261e+00 -2.332342195516077965e-07
1.984437912712425423e+00 -2.331851932678183368e-07
1.985305995788852584e+00 -2.332699461240104804e-07
1.986174078865279524e+00 -2.331806455219973264e-07
1.987042161941706686e+00 -2.332202262024541548e-07
1.987910245018133848e+00 -2.332449687279110095e-07
1.988778328094561010e+00 -2.331625867831947890e-07
1.989646411170988172e+00 -2.332525952839028561e-07
1.990514494247415334e+00 -2.331939634406748084e-07
1.991382577323842495e+00 -2.331861130504087247e-07
1.992250660400269657e+00 -2.332565329898400603e-07
1.993118743476696597e+00 -2.331652477010456340e-07
1.993986826553123759e+00 -2.332385489310586319e-07
1.994854909629550921e+00 -2.332293243361106815e-07
1.995722992705978083e+00 -2.331758365338635952e-07
1.996591075782405245e+00 -2.332687394467567304e-07
1.997459158858832406e+00 -2.331892822055136999e-07
1.998327241935259568e+00 -2.332220402698603642e-07
1.999195325011686730e+00 -2.332642873147720006e-07
2.000063408088113892e+00 -2.331820190246716801e-07
2.000931491164541054e+00 -2.332733995968613612e-07
2.001799574240968216e+00 -2.332274879047050062e-07
2.002667657317394934e+00 -2.332069395320457154e-07
2.003535740393822095e+00 -2.332833699914117516e-07
2.004403823470249257e+00 -2.331907375906953257e-07
2.005271906546676419e+00 -2.332535458701287788e-07
2.006139989623103581e+00 -2.332555086767530103e-07
2.007008072699530743e+00 -2.331900375616764552e-07
2.007876155775957905e+00 -2.332802539722801354e-07
2.008744238852385067e+00 -2.332009410450008712e-07
2.009612321928812229e+00 -2.332131748342236728e-07
2.010480405005239390e+00 -2.332581922305567748e-07
2.011348488081666552e+00 -2.331646886693226194e-07
2.012216571158093714e+00 -2.332456573286919519e-07
2.013084654234520876e+00 -2.332058927788039496e-07
2.013952737310948038e+00 -2.331673424328062637e-07
2.014820820387375200e+00 -2.332428934331281818e-07
2.015688903463802362e+00 -2.331445290200339170e-07
2.016556986540229079e+00 -2.331899721140859577e-07
2.017425069616656241e+00 -2.331992815421165011e-07
2.018293152693083403e+00 -2.331228068431334989e-07
2.019161235769510565e+00 -2.332124430359213203e-07
2.020029318845937727e+00 -2.331410733883707041e-07
2.020897401922364889e+00 -2.331397420705144860e-07
2.021765484998792051e+00 -2.331931913808264568e-07
2.022633568075219213e+00 -2.330959458649900959e-07
2.023501651151646374e+00 -2.331716089191229412e-07
2.024369734228073536e+00 -2.331475158644856693e-07
2.025237817304500698e+00 -2.331033968402608925e-07
2.026105900380927860e+00 -2.331902898479606883e-07
2.026973983457355022e+00 -2.331011973720038909e-07
2.027842066533782184e+00 -2.331395118852543906e-07
2.028710149610209346e+00 -2.331642253770082022e-07
2.029578232686636063e+00 -2.330846834952061003e-07
2.030446315763063225e+00 -2.331789012883966244e-07
2.031314398839490387e+00 -2.331248492401507543e-07
2.032182481915917549e+00 -2.331190639460179336e-07
2.033050564992344711e+00 -2.331881134581627115e-07
2.033918648068771873e+00 -2.330939381421826554e-07
2.034786731145199035e+00 -2.331640921648827176e-07
2.035654814221626197e+00 -2.331541721943897069e-07
2.036522897298053358e+00 -2.331025064510677564e-07
2.037390980374480520e+00 -2.331974887549766558e-07
2.038259063450907682e+00 -2.331190083821312780e-07
2.039127146527334844e+00 -2.331493841117454391e-07
2.039995229603762006e+00 -2.331867953337937209e-07
2.040863312680189168e+00 -2.330998531369894067e-07
2.041731395756616330e+00 -2.331881991951168094e-07
2.042599478833043047e+00 -2.331427281130652181e-07
2.043467561909470209e+00 -2.331244935043618032e-07
2.044335644985897371e+00 -2.332025263310779168e-07
2.045203728062324533e+00 -2.331095662813581018e-07
2.046071811138751695e+00 -2.331690306389527306e-07
2.046939894215178857e+00 -2.331670027211127051e-07
2.047807977291606019e+00 -2.330994322678698488e-07
2.048676060368033180e+00 -2.331903868214311742e-07
2.049544143444460342e+00 -2.331150110047287932e-07
2.050412226520887504e+00 -2.331314548957901529e-07
2.051280309597314666e+00 -2.331786408482394571e-07
2.052148392673741828e+00 -2.330846654355538720e-07
2.053016475750168990e+00 -2.331628150242881126e-07
2.053884558826596152e+00 -2.331210618347078202e-07
2.054752641903023314e+00 -2.330831549423028981e-07
2.055620724979450031e+00 -2.331620049073118037e-07
2.056488808055877193e+00 -2.330685298419041556e-07
2.057356891132304355e+00 -2.331170616821676110e-07
2.058224974208731517e+00 -2.331263196738887835e-07
2.059093057285158679e+00 -2.330470705549445920e-07
2.059961140361585841e+00 -2.331328001948245821e-07
2.060829223438013003e+00 -2.330596631914376175e-07
2.061697306514440164e+00 -2.330594108439177993e-07
2.062565389590867326e+00 -2.331158893740497251e-07
2.063433472667294488e+00 -2.330216274631748513e-07
