# theta, omega
7.934279318543993043e-01 -2.450934575674582614e-07
7.942960149308264661e-01 -2.449232701905487458e-07
7.951640980072535170e-01 -2.451676515098213687e-07
7.960321810836806788e-01 -2.450141527352766593e-07
7.969002641601078407e-01 -2.450231940836375672e-07
7.977683472365350026e-01 -2.451569478165872967e-07
7.986364303129620534e-01 -2.449184187080490060e-07
7.995045133893892153e-01 -2.451068408719042973e-07
8.003725964658163772e-01 -2.450610883166546661e-07
8.012406795422435390e-01 -2.449730912335443397e-07
8.021087626186705899e-01 -2.452029854886463463e-07
8.029768456950977518e-01 -2.449970527205552417e-07
8.038449287715249136e-01 -2.450898220174945349e-07
8.047130118479519645e-01 -2.451442667364018153e-07
8.055810949243791264e-01 -2.449490406839684026e-07
8.064491780008062882e-01 -2.451820282346119537e-07
8.073172610772334501e-01 -2.450650590797033453e-07
8.081853441536605009e-01 -2.450653413699828769e-07
8.090534272300876628e-01 -2.452390955106630783e-07
8.099215103065148247e-01 -2.450105191666076997e-07
8.107895933829419866e-01 -2.451694273682641476e-07
8.116576764593690374e-01 -2.451375490384827578e-07
8.125257595357961993e-01 -2.450132206425707105e-07
8.133938426122233611e-01 -2.452477438485372456e-07
8.142619256886505230e-01 -2.450712254090405815e-07
8.151300087650775739e-01 -2.451490114377408110e-07
8.159980918415047357e-01 -2.452340670415117239e-07
8.168661749179318976e-01 -2.450158487161677131e-07
8.177342579943590595e-01 -2.452130293075029628e-07
8.186023410707861103e-01 -2.450996994794577698e-07
8.194704241472132722e-01 -2.450594484335159703e-07
8.203385072236404341e-01 -2.452512836458459971e-07
8.212065903000674849e-01 -2.450363360280246931e-07
8.220746733764946468e-01 -2.451720282435846154e-07
8.229427564529218087e-01 -2.451551816829122094e-07
8.238108395293489705e-01 -2.449825786153405264e-07
8.246789226057760214e-01 -2.451880805994623268e-07
8.255470056822031832e-01 -2.450129178149791443e-07
8.264150887586303451e-01 -2.450587224241744809e-07
8.272831718350575070e-01 -2.451753585495719946e-07
8.281512549114845578e-01 -2.449550758867261481e-07
8.290193379879117197e-01 -2.451283818910480900e-07
8.298874210643388816e-01 -2.450203187332854173e-07
8.307555041407660434e-01 -2.449263554047597988e-07
8.316235872171930943e-01 -2.451130182477470703e-07
8.324916702936202562e-01 -2.449071274153480532e-07
8.333597533700474180e-01 -2.450301006784416898e-07
8.342278364464745799e-01 -2.450555862448160546e-07
8.350959195229016307e-01 -2.448681259232036783e-07
8.359640025993287926e-01 -2.450575005775093754e-07
8.368320856757559545e-01 -2.448846701305465239e-07
8.377001687521830053e-01 -2.448879089433022115e-07
8.385682518286101672e-01 -2.450285087041798401e-07
8.394363349050373291e-01 -2.448231101202269532e-07
8.403044179814644909e-01 -2.449994688947906891e-07
8.411725010578915418e-01 -2.449306034047446094e-07
8.420405841343187037e-01 -2.448060906567645558e-07
8.429086672107458655e-01 -2.449840403094499394e-07
8.437767502871730274e-01 -2.447759096450892631e-07
8.446448333636000783e-01 -2.448707767520159188e-07
8.455129164400272401e-01 -2.449373307297413544e-07
8.463809995164544020e-01 -2.447560422374704165e-07
8.472490825928815639e-01 -2.449496046779460855e-07
8.481171656693086147e-01 -2.447948625247543461e-07
8.489852487457357766e-01 -2.447493735564992367e-07
8.498533318221629385e-01 -2.448857496664083620e-07
8.507214148985901003e-01 -2.446704184062048812e-07
8.515894979750171512e-01 -2.448312106697283029e-07
8.524575810514443130e-01 -2.448043079748554880e-07
8.533256641278714749e-01 -2.446659031328083017e-07
8.541937472042986368e-01 -2.448403222471496200e-07
8.550618302807256876e-01 -2.446236897461292118e-07
8.559299133571528495e-01 -2.446616265530616833e-07
8.567979964335800114e-01 -2.447330151841053374e-07
8.576660795100070622e-01 -2.445383807954867484e-07
8.585341625864342241e-01 -2.447303637351198722e-07
8.594022456628613860e-01 -2.446089781842641989e-07
8.602703287392885478e-01 -2.445304914435553286e-07
8.611384118157155987e-01 -2.446588493796497247e-07
8.620064948921427606e-01 -2.444175247984363699e-07
8.628745779685699224e-01 -2.445317352128168431e-07
8.637426610449970843e-01 -2.445255188200185525e-07
8.646107441214241351e-01 -2.443760978531171834e-07
8.654788271978512970e-01 -2.445626549102098061e-07
8.663469102742784589e-01 -2.443647324243757476e-07
8.672149933507056208e-01 -2.443579702734373170e-07
8.680830764271326716e-01 -2.444241186282641067e-07
8.689511595035598335e-01 -2.441987828137887621e-07
8.698192425799869953e-01 -2.443687080461617957e-07
8.706873256564141572e-01 -2.442829837654493102e-07
8.715554087328412081e-01 -2.441956714879166494e-07
8.724234918092683699e-01 -2.443440162269995749e-07
8.732915748856955318e-01 -2.441024557324496459e-07
8.741596579621225827e-01 -2.441701802419960026e-07
8.750277410385497445e-01 -2.441682184795060824e-07
8.758958241149769064e-01 -2.439942106121903909e-07
8.767639071914040683e-01 -2.441884794888672953e-07
8.776319902678311191e-01 -2.440328189509543612e-07
8.785000733442582810e-01 -2.440157590157568828e-07
8.793681564206854429e-01 -2.441026763604615822e-07
8.802362394971126047e-01 -2.438590053640102435e-07
8.811043225735396556e-01 -2.439924523091194898e-07
8.819724056499668174e-01 -2.439248847736579356e-07
8.828404887263939793e-01 -2.438250595055231366e-07
8.837085718028211412e-01 -2.440061538215692778e-07
8.845766548792481920e-01 -2.437999762750783088e-07
8.854447379556753539e-01 -2.438508611114134229e-07
8.863128210321025158e-01 -2.438638125310156736e-07
8.871809041085296776e-01 -2.436574204344776201e-07
8.880489871849567285e-01 -2.438331024643389186e-07
8.889170702613838904e-01 -2.437061375330624168e-07
8.897851533378110522e-01 -2.436849004541330180e-07
8.906532364142381031e-01 -2.438137601815748447e-07
8.915213194906652650e-01 -2.435818364598091398e-07
8.923894025670924268e-01 -2.436862901508306496e-07
8.932574856435195887e-01 -2.436218108600814981e-07
8.941255687199466395e-01 -2.434802030922352199e-07
8.949936517963738014e-01 -2.436614745341623223e-07
8.958617348728009633e-01 -2.434838629951989025e-07
8.967298179492281252e-01 -2.435290537837869725e-07
8.975979010256551760e-01 -2.435747129151759503e-07
8.984659841020823379e-01 -2.433466209208147446e-07
8.993340671785094997e-01 -2.434834300478428117e-07
9.002021502549366616e-01 -2.433499641324925697e-07
9.010702333313637125e-01 -2.432881305789731149e-07
9.019383164077908743e-01 -2.434366853651779332e-07
9.028063994842180362e-01 -2.432259368045700902e-07
9.036744825606451981e-01 -2.433197792309816794e-07
9.045425656370722489e-01 -2.432722270714595763e-07
9.054106487134994108e-01 -2.430840858769424999e-07
9.062787317899265727e-01 -2.432333941116805710e-07
9.071468148663536235e-01 -2.430537265629474794e-07
9.080148979427807854e-01 -2.430764692373702164e-07
9.088829810192079472e-01 -2.431636465601650754e-07
9.097510640956351091e-01 -2.429484447354573291e-07
9.106191471720621600e-01 -2.430743230030914357e-07
9.114872302484893218e-01 -2.429468096916999759e-07
9.123553133249164837e-01 -2.428337299792604934e-07
9.132233964013436456e-01 -2.429764775370825231e-07
9.140914794777706964e-01 -2.427798662039357795e-07
9.149595625541978583e-01 -2.428778437096524873e-07
9.158276456306250202e-01 -2.428859383075107143e-07
9.166957287070521820e-01 -2.426976717811497103e-07
9.175638117834792329e-01 -2.428369700222131640e-07
9.184318948599063948e-01 -2.426554388154066944e-07
9.192999779363335566e-01 -2.426366804221385972e-07
9.201680610127607185e-01 -2.427486081496593988e-07
9.210361440891877693e-01 -2.425588928179792675e-07
9.219042271656149312e-01 -2.427052161694997014e-07
9.227723102420420931e-01 -2.426259759145495268e-07
9.236403933184691439e-01 -2.424894146089650611e-07
9.245084763948963058e-01 -2.426191379670896279e-07
9.253765594713234677e-01 -2.424121480080734098e-07
9.262446425477506295e-01 -2.424837298199573925e-07
9.271127256241776804e-01 -2.425371625912917060e-07
9.279808087006048423e-01 -2.423699904418430729e-07
9.288488917770320041e-01 -2.425276907282875837e-07
9.297169748534591660e-01 -2.423667466913929932e-07
9.305850579298862169e-01 -2.422987457543321720e-07
9.314531410063133787e-01 -2.423967704604015120e-07
9.323212240827405406e-01 -2.421927722852953844e-07
9.331893071591677025e-01 -2.423320353731047753e-07
9.340573902355947533e-01 -2.423061085825476712e-07
9.349254733120219152e-01 -2.421740529950319819e-07
9.357935563884490771e-01 -2.423093698869333255e-07
9.366616394648762389e-01 -2.420906676196816314e-07
9.375297225413032898e-01 -2.421010620672796864e-07
9.383978056177304516e-01 -2.421516937876380257e-07
9.392658886941576135e-01 -2.419769785011738801e-07
9.401339717705847754e-01 -2.421502923342327241e-07
9.410020548470118262e-01 -2.420390542740669052e-07
9.418701379234389881e-01 -2.419543879427629151e-07
9.427382209998661500e-01 -2.420447571487700741e-07
9.436063040762932008e-01 -2.418065477525482092e-07
9.444743871527203627e-01 -2.418949098877281925e-07
9.453424702291475246e-01 -2.418891947923386984e-07
9.462105533055746864e-01 -2.417631378904957030e-07
9.470786363820017373e-01 -2.419323975677472946e-07
9.479467194584288992e-01 -2.417470886063847218e-07
9.488148025348560610e-01 -2.417203956115046102e-07
9.496828856112832229e-01 -2.417561303613771368e-07
9.505509686877102737e-01 -2.415412203496113760e-07
9.514190517641374356e-01 -2.416933910003035633e-07
9.522871348405645975e-01 -2.416281965612208907e-07
9.531552179169917594e-01 -2.415604221641383052e-07
9.540233009934188102e-01 -2.416906596134938908e-07
9.548913840698459721e-01 -2.414588712441486447e-07
9.557594671462731339e-01 -2.414968128073859967e-07
9.566275502227002958e-01 -2.414797139440761689e-07
9.574956332991273467e-01 -2.413251762853868688e-07
9.583637163755545085e-01 -2.415132647041695430e-07
9.592317994519816704e-01 -2.413913211573945444e-07
9.600998825284087212e-01 -2.413817430199252106e-07
9.609679656048358831e-01 -2.414479316052234046e-07
9.618360486812630450e-01 -2.412085096470818916e-07
9.627041317576902069e-01 -2.413098102509052216e-07
9.635722148341172577e-01 -2.412479523565456038e-07
9.644402979105444196e-01 -2.411749105598675015e-07
9.653083809869715815e-01 -2.413592214341356382e-07
9.661764640633987433e-01 -2.411878748975105209e-07
9.670445471398257942e-01 -2.412268249969152323e-07
9.679126302162529560e-01 -2.412163070610644939e-07
9.687807132926801179e-01 -2.410093739138793192e-07
9.696487963691072798e-01 -2.411596578991511989e-07
9.705168794455343306e-01 -2.410605490459878496e-07
9.713849625219614925e-01 -2.410677425695813122e-07
9.722530455983886544e-01 -2.412026710651126042e-07
9.731211286748158162e-01 -2.409940835532049244e-07
9.739892117512428671e-01 -2.410655176186649413e-07
9.748572948276700290e-01 -2.409798104995498338e-07
9.757253779040971908e-01 -2.408389470307413368e-07
9.765934609805242417e-01 -2.410117017368522135e-07
9.774615440569514035e-01 -2.408816415504359904e-07
9.783296271333785654e-01 -2.409498266259730721e-07
9.791977102098057273e-01 -2.409976951548939543e-07
9.800657932862327781e-01 -2.407742764487302138e-07
9.809338763626599400e-01 -2.408646170681746844e-07
9.818019594390871019e-01 -2.407230665533764767e-07
9.826700425155142637e-01 -2.406731133363662200e-07
9.835381255919413146e-01 -2.408377443928562634e-07
9.844062086683684765e-01 -2.406867865078134120e-07
9.852742917447956383e-01 -2.407902267781952150e-07
9.861423748212228002e-01 -2.407357396388738315e-07
9.870104578976498511e-01 -2.405333497442885085e-07
9.878785409740770129e-01 -2.406372385276752177e-07
9.887466240505041748e-01 -2.404743973607245422e-07
9.896147071269313367e-01 -2.405272666476316299e-07
9.904827902033583875e-01 -2.406542922409576124e-07
9.913508732797855494e-01 -2.404964063071049790e-07
9.922189563562127113e-01 -2.406092889235896841e-07
9.930870394326397621e-01 -2.404621691665080464e-07
9.939551225090669240e-01 -2.403215401945247147e-07
9.948232055854940858e-01 -2.404363534831086360e-07
9.956912886619212477e-01 -2.402882372074475804e-07
9.965593717383482986e-01 -2.404336316815554581e-07
9.974274548147754604e-01 -2.404935767646686876e-07
9.982955378912026223e-01 -2.403403932439586076e-07
9.991636209676297842e-01 -2.404369594743499196e-07
1.000031704044056946e+00 -2.402243027256939469e-07
1.000899787120484108e+00 -2.401764788322198296e-07
1.001767870196911048e+00 -2.402933364740641915e-07
1.002635953273338210e+00 -2.401833377476542300e-07
1.003504036349765371e+00 -2.403852067381952199e-07
1.004372119426192533e+00 -2.403509499672177173e-07
1.005240202502619695e+00 -2.402096776757863884e-07
1.006108285579046857e+00 -2.402679515194271248e-07
1.006976368655474019e+00 -2.400280459313067051e-07
1.007844451731901181e+00 -2.400870497446730028e-07
1.008712534808328121e+00 -2.401903841770270789e-07
1.009580617884755283e+00 -2.401264542201120147e-07
1.010448700961182444e+00 -2.403330367874766681e-07
1.011316784037609606e+00 -2.401903229049680806e-07
1.012184867114036768e+00 -2.400693042044528108e-07
1.013052950190463930e+00 -2.400796123560987244e-07
1.013921033266891092e+00 -2.398589657991154822e-07
1.014789116343318032e+00 -2.400223137989706309e-07
1.015657199419745194e+00 -2.400957909421353323e-07
1.016525282496172355e+00 -2.400748091725915717e-07
1.017393365572599517e+00 -2.402339398932128356e-07
1.018261448649026679e+00 -2.399901780155685491e-07
1.019129531725453841e+00 -2.399023766466440769e-07
1.019997614801881003e+00 -2.398707592301971286e-07
1.020865697878308165e+00 -2.397168093652967729e-07
1.021733780954735105e+00 -2.399660826131696114e-07
1.022601864031162266e+00 -2.399962430791859953e-07
1.023469947107589428e+00 -2.400070576850234516e-07
1.024338030184016590e+00 -2.400768436678976543e-07
1.025206113260443752e+00 -2.397605479848283696e-07
1.026074196336870914e+00 -2.397200303320646902e-07
1.026942279413298076e+00 -2.396638120518113386e-07
1.027810362489725016e+00 -2.396140666477811439e-07
1.028678445566152178e+00 -2.399161004144543671e-07
1.029546528642579339e+00 -2.398943681806833794e-07
1.030414611719006501e+00 -2.399206114447600995e-07
1.031282694795433663e+00 -2.398761303246442154e-07
1.032150777871860825e+00 -2.395306112669733709e-07
1.033018860948287987e+00 -2.395472892768464822e-07
1.033886944024715149e+00 -2.394890458856173750e-07
1.034755027101142089e+00 -2.395638067534795856e-07
1.035623110177569250e+00 -2.398768593068852142e-07
1.036491193253996412e+00 -2.398029536321599932e-07
1.037359276330423574e+00 -2.398274292292761373e-07
1.038227359406850736e+00 -2.396640672298526599e-07
1.039095442483277898e+00 -2.393377831221795552e-07
1.039963525559705060e+00 -2.394122720715609771e-07
1.040831608636132222e+00 -2.393734100765554603e-07
1.041699691712559162e+00 -2.395721696920236419e-07
1.042567774788986323e+00 -2.398536474958954538e-07
1.043435857865413485e+00 -2.397364607106909485e-07
1.044303940941840647e+00 -2.397427348770706606e-07
1.045172024018267809e+00 -2.394724582288229156e-07
1.046040107094694971e+00 -2.392050760772731892e-07
1.046908190171122133e+00 -2.393225306679504034e-07
1.047776273247549073e+00 -2.393158052853742187e-07
1.048644356323976234e+00 -2.396162691087105803e-07
1.049512439400403396e+00 -2.398296732179465297e-07
1.050380522476830558e+00 -2.396855122863369166e-07
1.051248605553257720e+00 -2.396581712057944889e-07
1.052116688629684882e+00 -2.393028978905293654e-07
1.052984771706112044e+00 -2.391141521424448443e-07
1.053852854782539206e+00 -2.392435177027901347e-07
1.054720937858966145e+00 -2.392711514023630342e-07
1.055589020935393307e+00 -2.396363734076193782e-07
1.056457104011820469e+00 -2.397620296372261941e-07
1.057325187088247631e+00 -2.396168916403280784e-07
1.058193270164674793e+00 -2.395475642951425444e-07
1.059061353241101955e+00 -2.391380041066022943e-07
1.059929436317529117e+00 -2.390274146448866086e-07
1.060797519393956057e+00 -2.391305032785480778e-07
1.061665602470383218e+00 -2.391900174041928151e-07
1.062533685546810380e+00 -2.395821178203352448e-07
1.063401768623237542e+00 -2.396282736229590278e-07
1.064269851699664704e+00 -2.395214130269674186e-07
1.065137934776091866e+00 -2.394167327681528581e-07
1.066006017852519028e+00 -2.389930101496876207e-07
1.066874100928946190e+00 -2.389446822151236421e-07
1.067742184005373129e+00 -2.389853398683174867e-07
1.068610267081800291e+00 -2.390714936067345694e-07
1.069478350158227453e+00 -2.394576231720691397e-07
1.070346433234654615e+00 -2.394579241843476036e-07
1.071214516311081777e+00 -2.394349460471384049e-07
1.072082599387508939e+00 -2.393156595377415442e-07
1.072950682463936101e+00 -2.389216753956561960e-07
1.073818765540363263e+00 -2.389065160883174000e-07
1.074686848616790202e+00 -2.388522003865700458e-07
1.075554931693217364e+00 -2.389490237929305261e-07
1.076423014769644526e+00 -2.392938228745396686e-07
1.077291097846071688e+00 -2.392883815922509134e-07
1.078159180922498850e+00 -2.393840487020745180e-07
1.079027263998926012e+00 -2.392774613732428022e-07
1.079895347075353174e+00 -2.389551434060669337e-07
1.080763430151780113e+00 -2.389384328700665497e-07
1.081631513228207275e+00 -2.387646963911175593e-07
1.082499596304634437e+00 -2.388408592283229512e-07
1.083367679381061599e+00 -2.390984739845570411e-07
1.084235762457488761e+00 -2.391121022430904389e-07
1.085103845533915923e+00 -2.393343170864055690e-07
1.085971928610343085e+00 -2.392688171944256609e-07
1.086840011686770247e+00 -2.390608646097527429e-07
1.087708094763197186e+00 -2.390233270754993593e-07
1.088576177839624348e+00 -2.387321282053875012e-07
1.089444260916051510e+00 -2.387531557366606370e-07
1.090312343992478672e+00 -2.388714287181843727e-07
1.091180427068905834e+00 -2.388991761825029138e-07
1.092048510145332996e+00 -2.392164422139972672e-07
1.092916593221760158e+00 -2.392119851806799992e-07
1.093784676298187319e+00 -2.391616010131996482e-07
1.094652759374614259e+00 -2.391198831829474556e-07
1.095520842451041421e+00 -2.387624038777497867e-07
1.096388925527468583e+00 -2.387172268173473594e-07
1.097257008603895745e+00 -2.386569038514539130e-07
1.098125091680322907e+00 -2.386621280025317130e-07
1.098993174756750069e+00 -2.389935923767421544e-07
1.099861257833177230e+00 -2.390378058371056485e-07
1.100729340909604170e+00 -2.391653190511075894e-07
1.101597423986031332e+00 -2.391651463573347832e-07
1.102465507062458494e+00 -2.388459057240779817e-07
1.103333590138885656e+00 -2.387743263162986553e-07
1.104201673215312818e+00 -2.385443266384016250e-07
1.105069756291739980e+00 -2.384844580293336777e-07
1.105937839368167142e+00 -2.387126295635043439e-07
1.106805922444594303e+00 -2.387394843001549260e-07
1.107674005521021243e+00 -2.390001782404912552e-07
1.108542088597448405e+00 -2.390696018655521757e-07
1.109410171673875567e+00 -2.389080939905094535e-07
1.110278254750302729e+00 -2.389023764493125889e-07
1.111146337826729891e+00 -2.385953378926661640e-07
1.112014420903157053e+00 -2.384810262428032829e-07
1.112882503979584214e+00 -2.385149777734238101e-07
1.113750587056011154e+00 -2.384303691170548315e-07
1.114618670132438316e+00 -2.386970287431687669e-07
1.115486753208865478e+00 -2.387842902737228484e-07
1.116354836285292640e+00 -2.388283926355002516e-07
1.117222919361719802e+00 -2.389702426342804587e-07
1.118091002438146964e+00 -2.387418919009126697e-07
1.118959085514574125e+00 -2.386783858062711098e-07
1.119827168591001287e+00 -2.385447004978219822e-07
1.120695251667428227e+00 -2.383204587913438129e-07
1.121563334743855389e+00 -2.384503470292356160e-07
1.122431417820282551e+00 -2.384225948939489639e-07
1.123299500896709713e+00 -2.385741002484720278e-07
1.124167583973136875e+00 -2.388197938516309669e-07
1.125035667049564037e+00 -2.387664979606969453e-07
1.125903750125991198e+00 -2.388839198236243522e-07
1.126771833202418360e+00 -2.387385090017063183e-07
1.127639916278845300e+00 -2.385002986530794958e-07
1.128507999355272462e+00 -2.384782856224596591e-07
1.129376082431699624e+00 -2.382520338030410161e-07
1.130244165508126786e+00 -2.383334466966256747e-07
1.131112248584553948e+00 -2.384860052008538263e-07
1.131980331660981109e+00 -2.385147858614631888e-07
1.132848414737408271e+00 -2.387923861459387565e-07
1.133716497813835211e+00 -2.387597562027950568e-07
1.134584580890262373e+00 -2.387081861966358752e-07
1.135452663966689535e+00 -2.386981924183362246e-07
1.136320747043116697e+00 -2.383996758863356495e-07
1.137188830119543859e+00 -2.383773537785367290e-07
1.138056913195971021e+00 -2.382865470198538363e-07
1.138924996272398182e+00 -2.382041490464627925e-07
1.139793079348825344e+00 -2.384180071213550027e-07
1.140661162425252284e+00 -2.384002488452309809e-07
1.141529245501679446e+00 -2.385543217195456276e-07
1.142397328578106608e+00 -2.386820689037971791e-07
1.143265411654533770e+00 -2.385494405140897154e-07
1.144133494730960932e+00 -2.386149985495840025e-07
1.145001577807388093e+00 -2.384134011763198913e-07
1.145869660883815255e+00 -2.382345385786995076e-07
1.146737743960242195e+00 -2.382352347352267330e-07
1.147605827036669357e+00 -2.380413404882386281e-07
1.148473910113096519e+00 -2.381715073064914689e-07
1.149341993189523681e+00 -2.382766910066302571e-07
1.150210076265950843e+00 -2.383064631416946644e-07
1.151078159342378004e+00 -2.385545695859662550e-07
1.151946242418805166e+00 -2.384768891184051934e-07
1.152814325495232328e+00 -2.384599228729199822e-07
1.153682408571659268e+00 -2.384274450178497844e-07
1.154550491648086430e+00 -2.381532803427723549e-07
1.155418574724513592e+00 -2.381644224064758481e-07
1.156286657800940754e+00 -2.380423467645891322e-07
1.157154740877367916e+00 -2.379896346241216933e-07
1.158022823953795077e+00 -2.381724881254167740e-07
1.158890907030222239e+00 -2.381252155789452018e-07
1.159758990106649401e+00 -2.383040992721973755e-07
1.160627073183076341e+00 -2.384039520157356816e-07
1.161495156259503503e+00 -2.383270546573168350e-07
1.162363239335930665e+00 -2.384487158257914439e-07
1.163231322412357827e+00 -2.382726672418401506e-07
1.164099405488784988e+00 -2.381696242732140841e-07
1.164967488565212150e+00 -2.381450529227340777e-07
1.165835571641639312e+00 -2.379181267866719042e-07
1.166703654718066252e+00 -2.380079845810923332e-07
1.167571737794493414e+00 -2.380090428059819363e-07
1.168439820870920576e+00 -2.380308874834950713e-07
1.169307903947347738e+00 -2.382731543817314466e-07
1.170175987023774899e+00 -2.382318328294797095e-07
1.171044070100202061e+00 -2.383359143213937907e-07
1.171912153176629223e+00 -2.383571234853524904e-07
1.172780236253056385e+00 -2.381645539905764795e-07
1.173648319329483325e+00 -2.382021211331922450e-07
1.174516402405910487e+00 -2.380122124173397527e-07
1.175384485482337649e+00 -2.379184003215785418e-07
1.176252568558764811e+00 -2.379773628333381751e-07
1.177120651635191972e+00 -2.378345553508049806e-07
1.177988734711619134e+00 -2.379787159800545630e-07
1.178856817788046296e+00 -2.380285149732230992e-07
1.179724900864473236e+00 -2.380236502000801029e-07
1.180592983940900398e+00 -2.382270440678422110e-07
1.181461067017327560e+00 -2.381378767636735082e-07
1.182329150093754722e+00 -2.381672079624442048e-07
1.183197233170181883e+00 -2.381603902776701801e-07
1.184065316246609045e+00 -2.379324223562394639e-07
1.184933399323036207e+00 -2.379560937142206262e-07
1.185801482399463369e+00 -2.377962278450082442e-07
1.186669565475890309e+00 -2.377165681269514237e-07
1.187537648552317471e+00 -2.378302284047100519e-07
1.188405731628744633e+00 -2.377323961013135659e-07
1.189273814705171795e+00 -2.378886684472560347e-07
1.190141897781598956e+00 -2.379575543551969294e-07
1.191009980858026118e+00 -2.379130791262293129e-07
1.191878063934453280e+00 -2.380760396184524803e-07
1.192746147010880442e+00 -2.379578438895241750e-07
1.193614230087307382e+00 -2.379443852445456878e-07
1.194482313163734544e+00 -2.379519793074914246e-07
1.195350396240161706e+00 -2.377366424826449104e-07
1.196218479316588867e+00 -2.377780087327273095e-07
1.197086562393016029e+00 -2.376591753287047377e-07
1.197954645469443191e+00 -2.375775631687616942e-07
1.198822728545870353e+00 -2.377077151068411876e-07
1.199690811622297293e+00 -2.376192523117301931e-07
1.200558894698724455e+00 -2.377639926671181546e-07
1.201426977775151617e+00 -2.378547632739992719e-07
1.202295060851578778e+00 -2.377992946640732270e-07
1.203163143928005940e+00 -2.379576308359944406e-07
1.204031227004433102e+00 -2.378477199254007662e-07
1.204899310080860264e+00 -2.378148483169235383e-07
1.205767393157287426e+00 -2.378449531353317095e-07
1.206635476233714366e+00 -2.376448368133071084e-07
1.207503559310141528e+00 -2.376971212808923279e-07
1.208371642386568690e+00 -2.376114569247082863e-07
1.209239725462995851e+00 -2.375148268530335905e-07
1.210107808539423013e+00 -2.376370509997158456e-07
1.210975891615850175e+00 -2.375325936143005000e-07
1.211843974692277337e+00 -2.376390723550046350e-07
1.212712057768704499e+00 -2.377363852135489165e-07
1.213580140845131439e+00 -2.376738824368207507e-07
1.214448223921558601e+00 -2.378409637485408993e-07
1.215316306997985762e+00 -2.377608215790248338e-07
1.216184390074412924e+00 -2.377214548111947392e-07
1.217052473150840086e+00 -2.377702551254097025e-07
1.217920556227267248e+00 -2.375718461637992333e-07
1.218788639303694410e+00 -2.376104708087195617e-07
1.219656722380121350e+00 -2.375369555787578270e-07
1.220524805456548512e+00 -2.374112144245731104e-07
1.221392888532975673e+00 -2.375114422718249731e-07
1.222260971609402835e+00 -2.373801478865509809e-07
1.223129054685829997e+00 -2.374301059728844801e-07
1.223997137762257159e+00 -2.375127852635934288e-07
1.224865220838684321e+00 -2.374296875537874463e-07
1.225733303915111483e+00 -2.375993330585649424e-07
1.226601386991538423e+00 -2.375612854921235156e-07
1.227469470067965585e+00 -2.375386900632463430e-07
1.228337553144392746e+00 -2.376303006738960982e-07
1.229205636220819908e+00 -2.374578309772788212e-07
1.230073719297247070e+00 -2.374958728994356035e-07
1.230941802373674232e+00 -2.374444840605151578e-07
1.231809885450101394e+00 -2.373017981394282387e-07
1.232677968526528334e+00 -2.373911231598100048e-07
1.233546051602955496e+00 -2.372488647908405355e-07
1.234414134679382657e+00 -2.372500419822207027e-07
1.235282217755809819e+00 -2.373134920633819007e-07
1.236150300832236981e+00 -2.371971538814516303e-07
1.237018383908664143e+00 -2.373470483936806147e-07
1.237886466985091305e+00 -2.373367665534474378e-07
1.238754550061518467e+00 -2.373301001018398702e-07
1.239622633137945407e+00 -2.374766005390442844e-07
1.240490716214372569e+00 -2.373583450911152624e-07
1.241358799290799730e+00 -2.374247240408654766e-07
1.242226882367226892e+00 -2.374233491101812417e-07
1.243094965443654054e+00 -2.372898848825243477e-07
1.243963048520081216e+00 -2.373873272691368063e-07
1.244831131596508378e+00 -2.372550287406127716e-07
1.245699214672935540e+00 -2.372216501362884011e-07
1.246567297749362480e+00 -2.372671239075780409e-07
1.247435380825789641e+00 -2.371042712657735350e-07
1.248303463902216803e+00 -2.371959407992426561e-07
1.249171546978643965e+00 -2.371615013548860322e-07
1.250039630055071127e+00 -2.371146257542483020e-07
1.250907713131498289e+00 -2.372644688740983530e-07
1.251775796207925451e+00 -2.371702942844643752e-07
1.252643879284352391e+00 -2.372510973100069574e-07
1.253511962360779552e+00 -2.373024378639041892e-07
1.254380045437206714e+00 -2.371950871289127487e-07
1.255248128513633876e+00 -2.373215459982322489e-07
1.256116211590061038e+00 -2.372315582803683301e-07
1.256984294666488200e+00 -2.372020292700539375e-07
1.257852377742915362e+00 -2.372695016012776894e-07
1.258720460819342524e+00 -2.370994566881095924e-07
1.259588543895769464e+00 -2.371525371180936188e-07
1.260456626972196625e+00 -2.370913142819753783e-07
1.261324710048623787e+00 -2.369763583438624934e-07
1.262192793125050949e+00 -2.370773419369593834e-07
1.263060876201478111e+00 -2.369497410690909962e-07
1.263928959277905273e+00 -2.369865102057427668e-07
1.264797042354332435e+00 -2.370413521800113538e-07
1.265665125430759375e+00 -2.369266336923945163e-07
1.266533208507186536e+00 -2.370574646029192616e-07
1.267401291583613698e+00 -2.370029618711115915e-07
1.268269374660040860e+00 -2.369876596030994606e-07
1.269137457736468022e+00 -2.371066628923060096e-07
1.270005540812895184e+00 -2.369854486308735386e-07
1.270873623889322346e+00 -2.370689950549322292e-07
1.271741706965749508e+00 -2.370570643893012630e-07
1.272609790042176447e+00 -2.369436894551284753e-07
1.273477873118603609e+00 -2.370424412104455186e-07
1.274345956195030771e+00 -2.369082148710105458e-07
1.275214039271457933e+00 -2.369028843488698058e-07
1.276082122347885095e+00 -2.369443316280922320e-07
1.276950205424312257e+00 -2.367950683865342796e-07
1.277818288500739419e+00 -2.368871298625919502e-07
